Energy,Count
0,0
1,0
2,0
3,0
4,1
5,0
6,0
7,2
8,4
9,4
10,7
11,26
12,57
13,89
14,147
15,319
16,559
17,1114
18,2287
19,4199
20,7971
21,14018
22,23864
23,39098
24,59974
25,85261
26,110518
27,124474
28,119353
29,97485
30,67525
31,41649
32,24495
33,16063
34,13395
35,13263
36,13729
37,14104
38,14240
39,13936
40,13128
41,12483
42,12275
43,12159
44,12564
45,13940
46,17241
47,24103
48,36543
49,58132
50,94554
51,151978
52,237654
53,356095
54,506157
55,665332
56,801070
57,843343
58,769210
59,590221
60,388751
61,220021
62,113104
63,57763
64,34049
65,25210
66,21539
67,19790
68,18094
69,16430
70,14949
71,13708
72,13182
73,13112
74,13933
75,15971
76,18935
77,24544
78,33056
79,46369
80,66807
81,94358
82,129393
83,169960
84,207195
85,226289
86,218024
87,183188
88,131529
89,81855
90,45588
91,24144
92,13460
93,9121
94,7392
95,6802
96,6372
97,5936
98,5566
99,5307
100,5163
101,5048
102,5243
103,5823
104,6655
105,8355
106,10851
107,14588
108,20156
109,27972
110,37798
111,49246
112,60007
113,67774
114,68621
115,62269
116,48654
117,33931
118,20534
119,11615
120,6439
121,3999
122,2934
123,2492
124,2289
125,2197
126,2010
127,1948
128,1928
129,1908
130,2017
131,2165
132,2464
133,2958
134,3911
135,5257
136,6844
137,9369
138,12523
139,15759
140,18957
141,21260
142,22641
143,21676
144,18531
145,14196
146,9750
147,5809
148,3315
149,1921
150,1263
151,1035
152,886
153,872
154,792
155,782
156,753
157,714
158,785
159,835
160,966
161,1129
162,1581
163,2038
164,2697
165,3387
166,4387
167,5250
168,6198
169,6938
170,7593
171,7622
172,7066
173,5848
174,4363
175,2882
176,1817
177,1007
178,626
179,470
180,351
181,348
182,317
183,315
184,307
185,308
186,331
187,335
188,453
189,483
190,640
191,806
192,1051
193,1337
194,1690
195,1855
196,2219
197,2525
198,2540
199,2797
200,2753
201,2433
202,1946
203,1389
204,989
205,634
206,321
207,243
208,149
209,146
210,134
211,139
212,145
213,110
214,131
215,143
216,170
217,211
218,263
219,369
220,447
221,531
222,643
223,717
224,792
225,878
226,892
227,1036
228,1017
229,982
230,846
231,696
232,514
233,329
234,196
235,127
236,82
237,60
238,43
239,57
240,50
241,62
242,65
243,78
244,88
245,113
246,120
247,160
248,174
249,227
250,231
251,263
252,279
253,331
254,328
255,353
256,384
257,355
258,356
259,295
260,270
261,174
262,103
263,74
264,43
265,31
266,20
267,28
268,22
269,33
270,23
271,30
272,45
273,47
274,39
275,57
276,83
277,93
278,111
279,103
280,108
281,97
282,124
283,129
284,145
285,152
286,169
287,128
288,113
289,79
290,46
291,40
292,29
293,19
294,13
295,7
296,9
297,9
298,5
299,15
300,14
301,17
302,32
303,31
304,50
305,40
306,38
307,43
308,58
309,46
310,55
311,62
312,48
313,55
314,57
315,55
316,53
317,42
318,33
319,24
320,19
321,13
322,15
323,5
324,3
325,4
326,6
327,9
328,9
329,5
330,8
331,7
332,15
333,14
334,13
335,15
336,22
337,8
338,17
339,19
340,21
341,16
342,26
343,19
344,21
345,15
346,16
347,13
348,8
349,4
350,7
351,0
352,3
353,5
354,0
355,1
356,1
357,6
358,8
359,4
360,9
361,5
362,7
363,5
364,5
365,9
366,8
367,5
368,5
369,13
370,5
371,10
372,15
373,11
374,10
375,3
376,4
377,4
378,0
379,3
380,2
381,0
382,1
383,2
384,1
385,3
386,2
387,5
388,3
389,3
390,2
391,2
392,9
393,6
394,3
395,2
396,6
397,1
398,2
399,5
400,2
401,4
402,1
403,4
404,2
405,6
406,0
407,2
408,0
409,1
410,2
411,0
412,0
413,2
414,3
415,2
416,4
417,2
418,1
419,1
420,2
421,0
422,1
423,1
424,1
425,1
426,2
427,2
428,1
429,1
430,4
431,4
432,0
433,0
434,1
435,0
436,0
437,0
438,0
439,2
440,0
441,0
442,0
443,1
444,0
445,0
446,1
447,0
448,0
449,0
450,2
451,0
452,0
453,1
454,0
455,1
456,0
457,1
458,0
459,1
460,1
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,1
473,0
474,0
475,0
476,0
477,1
478,0
479,0
480,0
481,0
482,0
483,1
484,2
485,0
486,0
487,1
488,0
489,0
490,0
491,1
492,0
493,0
494,0
495,0
496,1
497,0
498,0
499,0
500,0
501,0
502,0
503,0
504,0
505,1
506,0
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,1
536,0
537,0
538,0
539,0
540,0
541,1
542,0
543,0
544,1
