Energy,Count
0,13
1,32
2,46
3,64
4,109
5,158
6,244
7,415
8,787
9,1556
10,2957
11,4900
12,7375
13,10325
14,14163
15,18127
16,23039
17,28281
18,34441
19,40460
20,45854
21,51680
22,56324
23,59690
24,61660
25,62274
26,61414
27,60308
28,58630
29,57931
30,57906
31,60003
32,63908
33,71178
34,79688
35,92153
36,107162
37,126299
38,151159
39,181238
40,218518
41,263111
42,316135
43,375426
44,442071
45,514259
46,585605
47,654873
48,716572
49,764363
50,792954
51,798351
52,783831
53,739538
54,679600
55,604091
56,523721
57,441868
58,369457
59,309481
60,263158
61,231652
62,210557
63,198905
64,191953
65,189709
66,191047
67,194914
68,201481
69,211694
70,223401
71,236382
72,252128
73,265362
74,279351
75,289753
76,297430
77,298416
78,293089
79,282286
80,266967
81,245380
82,219866
83,193422
84,167451
85,143337
86,122474
87,106711
88,94470
89,86331
90,81748
91,78187
92,76829
93,76642
94,76413
95,77938
96,80015
97,82849
98,85771
99,88900
100,92698
101,95593
102,97703
103,99610
104,101016
105,99402
106,96979
107,90795
108,85281
109,78035
110,69460
111,61243
112,53612
113,46220
114,40683
115,36246
116,33653
117,30957
118,29264
119,28656
120,28399
121,27921
122,28411
123,28909
124,29604
125,30450
126,31406
127,32346
128,33820
129,34741
130,34969
131,35197
132,34638
133,33655
134,32469
135,30692
136,28245
137,25408
138,22883
139,20180
140,18027
141,15647
142,13913
143,12814
144,11859
145,11125
146,10737
147,10526
148,10633
149,10582
150,10659
151,10912
152,11070
153,11473
154,11823
155,12107
156,12275
157,12564
158,12656
159,12426
160,12269
161,12039
162,11235
163,10581
164,9589
165,8784
166,7830
167,6921
168,6220
169,5305
170,5071
171,4627
172,4239
173,4187
174,4032
175,3919
176,4001
177,4035
178,4002
179,4183
180,4296
181,4556
182,4494
183,4647
184,4492
185,4487
186,4706
187,4577
188,4296
189,4234
190,3917
191,3776
192,3440
193,3122
194,2727
195,2520
196,2158
197,2010
198,1787
199,1720
200,1648
201,1539
202,1518
203,1541
204,1524
205,1593
206,1566
207,1598
208,1614
209,1670
210,1656
211,1726
212,1745
213,1708
214,1640
215,1700
216,1580
217,1590
218,1418
219,1315
220,1247
221,1101
222,953
223,913
224,870
225,751
226,693
227,652
228,621
229,615
230,601
231,596
232,601
233,640
234,608
235,662
236,644
237,700
238,690
239,659
240,686
241,663
242,642
243,627
244,630
245,575
246,532
247,524
248,478
249,422
250,330
251,340
252,311
253,283
254,277
255,253
256,262
257,247
258,261
259,229
260,254
261,234
262,273
263,238
264,243
265,260
266,254
267,259
268,286
269,249
270,292
271,234
272,237
273,212
274,201
275,188
276,176
277,166
278,145
279,148
280,110
281,130
282,107
283,98
284,114
285,87
286,117
287,96
288,91
289,105
290,91
291,104
292,105
293,76
294,104
295,103
296,111
297,112
298,115
299,80
300,93
301,63
302,88
303,90
304,89
305,60
306,51
307,40
308,45
309,38
310,36
311,33
312,42
313,50
314,41
315,33
316,30
317,25
318,46
319,45
320,28
321,41
322,37
323,44
324,47
325,50
326,38
327,40
328,32
329,24
330,29
331,25
332,24
333,26
334,19
335,16
336,20
337,11
338,23
339,16
340,17
341,18
342,20
343,9
344,11
345,17
346,10
347,14
348,15
349,14
350,15
351,11
352,11
353,19
354,8
355,14
356,11
357,11
358,7
359,13
360,0
361,8
362,11
363,10
364,3
365,3
366,5
367,3
368,7
369,7
370,4
371,6
372,7
373,5
374,6
375,5
376,8
377,9
378,8
379,10
380,4
381,5
382,11
383,3
384,6
385,9
386,7
387,2
388,3
389,3
390,3
391,5
392,2
393,8
394,3
395,2
396,4
397,3
398,0
399,5
400,3
401,3
402,4
403,5
404,1
405,2
406,2
407,1
408,2
409,8
410,2
411,2
412,2
413,3
414,4
415,3
416,2
417,3
418,1
419,1
420,2
421,3
422,1
423,1
424,0
425,0
426,3
427,0
428,1
429,1
430,2
431,0
432,1
433,2
434,0
435,3
436,1
437,0
438,0
439,1
440,1
441,0
442,1
443,0
444,1
445,0
446,1
447,1
448,1
449,0
450,1
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,1
460,0
461,0
462,1
463,1
464,1
465,0
466,0
467,1
468,0
469,0
470,1
471,1
472,0
473,0
474,0
475,0
476,0
477,1
478,0
479,0
480,0
481,0
482,0
483,1
484,0
485,1
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,1
503,1
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,1
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,1
